model_name,f1,accuracy,precision,recall,true_positives,false_positives,true_negatives,false_negatives,timestamp
logistic-regression_lowercase_remove_stop_words_remove_dots_remove_duplicates,0.04347959069033748,0.8741641337386017,0.0034711129495463107,0.024390243902439025,1.0,1.4,286.6,40.0,2024-05-13 16:20:12.416683

logistic-regression_remove_duplicates_remove_dots_lowercase_lemmatize_remove_stop_words,0.09284590393227594,0.8662613981762919,0.009770899874194692,0.06585365853658537,2.7,5.7,282.3,38.3,2024-05-13 16:20:12.318235

logistic-regression_lowercase_remove_stop_words_remove_duplicates_remove_dots,0.05179427405160468,0.8693009118541033,0.004566731298046326,0.03170731707317073,1.3,3.3,284.7,39.7,2024-05-13 16:20:12.642387

logistic-regression_remove_duplicates_lowercase_remove_dots_remove_stop_words_lemmatize,0.04176158407743712,0.8711246200607903,0.00352006659200131,0.024390243902439025,1.0,2.4,285.6,40.0,2024-05-13 16:20:12.811980

logistic-regression_lowercase_remove_stop_words_lemmatize_remove_duplicates,0.05779686841798644,0.8732522796352585,0.004527349708087905,0.03170731707317073,1.3,2.0,286.0,39.7,2024-05-13 16:20:12.456070

logistic-regression_lemmatize_remove_dots_remove_stop_words,0.12131262692052966,0.8376899696048634,0.021080323681265823,0.12682926829268293,5.2,17.6,270.4,35.8,2024-05-13 16:20:13.273377

logistic-regression_lemmatize_remove_stop_words_remove_dots_remove_duplicates,0.07681382726787986,0.852887537993921,0.010968616976869263,0.06829268292682926,2.8,10.2,277.8,38.2,2024-05-13 16:20:13.965512

logistic-regression_remove_dots_lemmatize_lowercase,0.12170051668894277,0.8373860182370819,0.020933334086119547,0.1317073170731707,5.4,17.9,270.1,35.6,2024-05-13 16:20:14.503537

logistic-regression_remove_stop_words_lowercase_lemmatize_remove_dots_remove_duplicates,0.08133749810340522,0.8699088145896658,0.008515051742487775,0.058536585365853655,2.4,4.2,283.8,38.6,2024-05-13 16:20:14.784260

logistic-regression_lemmatize_lowercase_remove_stop_words_remove_dots,0.12030401293717119,0.8465045592705168,0.02145313708703002,0.12682926829268296,5.2,14.7,273.3,35.8,2024-05-13 16:20:14.805646

logistic-regression_lemmatize_lowercase_remove_stop_words,0.12713110247244425,0.8662613981762917,0.015227159565911263,0.10243902439024391,4.2,7.2,280.8,36.8,2024-05-13 16:20:15.294324

logistic-regression_lemmatize_remove_stop_words_lowercase_remove_duplicates,0.0724257326998041,0.8702127659574469,0.007074639364864278,0.04878048780487805,2.0,3.7,284.3,39.0,2024-05-13 16:20:15.215836

